Question ID,Question Text,Answer,Strand,Substrand,Year Level,Sub Level,Full Level,Model Used,Suggested Models,Enhanced System Used,Context Type,Generation Status,Questions Generated,Generation Time,Curriculum Reference,Error Message
"C91_Q2","How many pence are there in £4?","400p","Measurement","solve problems (a, money; b, length; c, mass / weight; d, capacity / volume)",6,3,"6.3","CONVERSION","MONEY_FRACTIONS; MONEY_SCALING; CONVERSION; MULTI_STEP; COMPARISON",No,Money,Completed,5,2025-09-24T11:17:02.070Z,"Year 6 Curriculum",
"C91_Q3","Convert 21.960 metres to centimetres.","2196 centimetres","Measurement","solve problems (a, money; b, length; c, mass / weight; d, capacity / volume)",6,3,"6.3","CONVERSION","MONEY_FRACTIONS; MONEY_SCALING; CONVERSION; MULTI_STEP; COMPARISON",No,Money,Completed,5,2025-09-24T11:17:02.070Z,"Year 6 Curriculum",
"C91_Q4","How many pence are there in £94.92?","9492p","Measurement","solve problems (a, money; b, length; c, mass / weight; d, capacity / volume)",6,3,"6.3","CONVERSION","MONEY_FRACTIONS; MONEY_SCALING; CONVERSION; MULTI_STEP; COMPARISON",No,Money,Completed,5,2025-09-24T11:17:02.070Z,"Year 6 Curriculum",
"C91_Q5","Convert 37.280 kilometres to metres.","37280 metres","Measurement","solve problems (a, money; b, length; c, mass / weight; d, capacity / volume)",6,3,"6.3","CONVERSION","MONEY_FRACTIONS; MONEY_SCALING; CONVERSION; MULTI_STEP; COMPARISON",No,Money,Completed,5,2025-09-24T11:17:02.070Z,"Year 6 Curriculum",
"C92_Q1","Amy buys 2 magazines. Each magazine costs £3. How much does Amy pay in total?","£6","Measurement","telling time, ordering time, duration and units of time",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.085Z,"Year 2 Curriculum",
"C92_Q2","Amy buys 3 notebooks. Each notebook costs £6. How much does Amy pay in total?","£18","Measurement","telling time, ordering time, duration and units of time",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.085Z,"Year 2 Curriculum",
"C92_Q3","Chloe buys 4 stickers. Each sticker costs £1. How much does Chloe pay in total?","£4","Measurement","telling time, ordering time, duration and units of time",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.086Z,"Year 2 Curriculum",
"C92_Q4","Tom buys 1 notebook. Each notebook costs £1. How much does Tom pay in total?","£1","Measurement","telling time, ordering time, duration and units of time",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.086Z,"Year 2 Curriculum",
"C92_Q5","Hannah buys 5 chocolates. Each chocolate costs £5. How much does Hannah pay in total?","£25","Measurement","telling time, ordering time, duration and units of time",2,3,"2.3","MULTIPLICATION","MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.086Z,"Year 2 Curriculum",
"C93_Q1","Lily saves £11.01 every week. How many weeks will it take to save £36.33?","4 weeks","Measurement","telling time, ordering time, duration and units of time",3,3,"3.3","TIME_RATE","TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.101Z,"Year 3 Curriculum",
"C93_Q2","If Luke saves £28.98 every day for 3 days, how much will Luke have saved?","£86.94","Measurement","telling time, ordering time, duration and units of time",3,3,"3.3","TIME_RATE","TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.101Z,"Year 3 Curriculum",
"C93_Q3","If Lily saves £26.67 every week for 1 week, how much will Lily have saved?","£26.67","Measurement","telling time, ordering time, duration and units of time",3,3,"3.3","TIME_RATE","TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.101Z,"Year 3 Curriculum",
"C93_Q4","If Emma saves £11.73 every day for 16 days, how much will Emma have saved?","£187.68","Measurement","telling time, ordering time, duration and units of time",3,3,"3.3","TIME_RATE","TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.101Z,"Year 3 Curriculum",
"C93_Q5","If Daniel saves £24.20 every day for 4 days, how much will Daniel have saved?","£96.80","Measurement","telling time, ordering time, duration and units of time",3,3,"3.3","TIME_RATE","TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.101Z,"Year 3 Curriculum",
"C94_Q1","If Luke saves £23.68 every day for 5 days, how much will Luke have saved?","£118.40","Measurement","telling time, ordering time, duration and units of time",4,3,"4.3","TIME_RATE","CONVERSION; TIME_RATE; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.117Z,"Year 4 Curriculum",
"C94_Q2","Daniel saves £11.30 every week. How many weeks will it take to save £193.43?","18 weeks","Measurement","telling time, ordering time, duration and units of time",4,3,"4.3","TIME_RATE","CONVERSION; TIME_RATE; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.117Z,"Year 4 Curriculum",
"C94_Q3","If Harry saves £49.80 every week for 1 week, how much will Harry have saved?","£49.80","Measurement","telling time, ordering time, duration and units of time",4,3,"4.3","TIME_RATE","CONVERSION; TIME_RATE; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.117Z,"Year 4 Curriculum",
"C94_Q4","Sarah saves £23.50 every week. How many weeks will it take to save £45.66?","2 weeks","Measurement","telling time, ordering time, duration and units of time",4,3,"4.3","TIME_RATE","CONVERSION; TIME_RATE; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.118Z,"Year 4 Curriculum",
"C94_Q5","Oliver saves £15.06 every day. How many days will it take to save £156.17?","11 days","Measurement","telling time, ordering time, duration and units of time",4,3,"4.3","TIME_RATE","CONVERSION; TIME_RATE; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.118Z,"Year 4 Curriculum",
"C95_Q1","Sarah saves £50.29 every month. How many months will it take to save £385.23?","8 months","Measurement","telling time, ordering time, duration and units of time",5,3,"5.3","TIME_RATE","CONVERSION; TIME_RATE; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.132Z,"Year 5 Curriculum",
"C95_Q2","Alex saved £1095 over 20 years. How much did Alex save each year?","£1095","Measurement","telling time, ordering time, duration and units of time",5,3,"5.3","TIME_RATE","CONVERSION; TIME_RATE; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.132Z,"Year 5 Curriculum",
"C95_Q3","If Alex saves £20.29 every month for 22 months, how much will Alex have saved?","£446.38","Measurement","telling time, ordering time, duration and units of time",5,3,"5.3","TIME_RATE","CONVERSION; TIME_RATE; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.132Z,"Year 5 Curriculum",
"C95_Q4","Oliver saves £37.08 every month. How many months will it take to save £992.86?","27 months","Measurement","telling time, ordering time, duration and units of time",5,3,"5.3","TIME_RATE","CONVERSION; TIME_RATE; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.132Z,"Year 5 Curriculum",
"C95_Q5","Sophie saved £328.68 over 18 years. How much did Sophie save each year?","£328.68","Measurement","telling time, ordering time, duration and units of time",5,3,"5.3","TIME_RATE","CONVERSION; TIME_RATE; MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.132Z,"Year 5 Curriculum",
"C96_Q1","If Tom saves £36.25 every month for 26 months, how much will Tom have saved?","£942.50","Measurement","volume",6,3,"6.3","TIME_RATE","COMPARISON; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.147Z,"Year 6 Curriculum",
"C96_Q2","Emily saved £33.24 over 3 years. How much did Emily save each year?","£33.24","Measurement","volume",6,3,"6.3","TIME_RATE","COMPARISON; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.147Z,"Year 6 Curriculum",
"C96_Q3","Emma saved £22.61 over 19 weeks. How much did Emma save each week?","£22.61","Measurement","volume",6,3,"6.3","TIME_RATE","COMPARISON; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.147Z,"Year 6 Curriculum",
"C96_Q4","Katie saves £83.83 every year. How many years will it take to save £249.46?","3 years","Measurement","volume",6,3,"6.3","TIME_RATE","COMPARISON; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.147Z,"Year 6 Curriculum",
"C96_Q5","Ryan saved £503.40 over 15 months. How much did Ryan save each month?","£503.40","Measurement","volume",6,3,"6.3","TIME_RATE","COMPARISON; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.147Z,"Year 6 Curriculum",
"C97_Q1","William goes to the shop and buys a drink for £5, a pencil for £2. How much does William spend in total?","£7","Number and place value","counting (in multiples)",1,3,"1.3","ADDITION","COUNTING; ADDITION",Yes,Money,Completed,5,2025-09-24T11:17:02.162Z,"Year 1 Curriculum",
"C97_Q2","Alex goes to the shop and buys a book for £4, a cake for £10. How much does Alex spend in total?","£14","Number and place value","counting (in multiples)",1,3,"1.3","ADDITION","COUNTING; ADDITION",Yes,Money,Completed,5,2025-09-24T11:17:02.163Z,"Year 1 Curriculum",
"C97_Q3","Ryan goes to the shop and buys a sweet for £5, a cake for £10. How much does Ryan spend in total?","£15","Number and place value","counting (in multiples)",1,3,"1.3","ADDITION","COUNTING; ADDITION",Yes,Money,Completed,5,2025-09-24T11:17:02.163Z,"Year 1 Curriculum",
"C97_Q4","Amy goes to the shop and buys a apple for £7, a biscuit for £1. How much does Amy spend in total?","£8","Number and place value","counting (in multiples)",1,3,"1.3","ADDITION","COUNTING; ADDITION",Yes,Money,Completed,5,2025-09-24T11:17:02.163Z,"Year 1 Curriculum",
"C97_Q5","Sarah goes to the shop and buys a pen for £7, a biscuit for £2. How much does Sarah spend in total?","£9","Number and place value","counting (in multiples)",1,3,"1.3","ADDITION","COUNTING; ADDITION",Yes,Money,Completed,5,2025-09-24T11:17:02.163Z,"Year 1 Curriculum",
"C98_Q1","Ben goes to the shop and buys a eraser for £20, a puzzle for £19. How much does Ben spend in total?","£39","Number and place value","counting (in multiples)",2,3,"2.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.178Z,"Year 2 Curriculum",
"C98_Q2","Sam goes to the shop and buys a card for £2, a game for £11. How much does Sam spend in total?","£13","Number and place value","counting (in multiples)",2,3,"2.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.178Z,"Year 2 Curriculum",
"C98_Q3","Amy goes to the shop and buys a badge for £6, a cake for £12. How much does Amy spend in total?","£18","Number and place value","counting (in multiples)",2,3,"2.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.178Z,"Year 2 Curriculum",
"C98_Q4","Jack goes to the shop and buys a banana for £10, a pen for £6. How much does Jack spend in total?","£16","Number and place value","counting (in multiples)",2,3,"2.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.178Z,"Year 2 Curriculum",
"C98_Q5","Katie goes to the shop and buys a magazine for £14, a cake for £13. How much does Katie spend in total?","£27","Number and place value","counting (in multiples)",2,3,"2.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.178Z,"Year 2 Curriculum",
"C99_Q1","Add together: £35, £6, £56. What is the total?","£97","Number and place value","counting (in multiples)",3,3,"3.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.193Z,"Year 3 Curriculum",
"C99_Q2","Add together: £4, £19, £99. What is the total?","£122","Number and place value","counting (in multiples)",3,3,"3.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.193Z,"Year 3 Curriculum",
"C99_Q3","Add together: £9, £5, £14. What is the total?","£28","Number and place value","counting (in multiples)",3,3,"3.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.193Z,"Year 3 Curriculum",
"C99_Q4","Sophie goes to the shop and buys a sweet for £91, a apple for £5, a notebook for £65. How much does Sophie spend in total?","£161","Number and place value","counting (in multiples)",3,3,"3.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.193Z,"Year 3 Curriculum",
"C99_Q5","Add together: £13, £80, £62. What is the total?","£155","Number and place value","counting (in multiples)",3,3,"3.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.193Z,"Year 3 Curriculum",
"C100_Q1","Luke goes to the shop and buys a eraser for £38.08, a magazine for £98.46, a notebook for £66.31. How much does Luke spend in total?","£202.85","Number and place value","counting (in multiples)",4,3,"4.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.209Z,"Year 4 Curriculum",
"C100_Q2","Jack goes to the shop and buys a cake for £49.99, a ruler for £47.80, a badge for £34.71. How much does Jack spend in total?","£132.50","Number and place value","counting (in multiples)",4,3,"4.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.209Z,"Year 4 Curriculum",
"C100_Q3","Add together: £47.47, £42.64, £58.27. What is the total?","£148.38","Number and place value","counting (in multiples)",4,3,"4.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.209Z,"Year 4 Curriculum",
"C100_Q4","Hannah goes to the shop and buys a banana for £23.50, a game for £11.50, a badge for £62.90. How much does Hannah spend in total?","£97.90","Number and place value","counting (in multiples)",4,3,"4.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.209Z,"Year 4 Curriculum",
"C100_Q5","Tom goes to the shop and buys a notebook for £11.66, a eraser for £47.91, a puzzle for £36.09. How much does Tom spend in total?","£95.66","Number and place value","counting (in multiples)",4,3,"4.3","ADDITION","COUNTING; ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.209Z,"Year 4 Curriculum",
"C101_Q1","Add together: £280.24, £834.51, £586.88, £247.70. What is the total?","£1949.33","Number and place value","counting (in multiples)",5,3,"5.3","ADDITION","ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.224Z,"Year 5 Curriculum",
"C101_Q2","Add together: £713.06, £758.87, £165.96, £713.12. What is the total?","£2351.01","Number and place value","counting (in multiples)",5,3,"5.3","ADDITION","ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.224Z,"Year 5 Curriculum",
"C101_Q3","Harry goes to the shop and buys a poster for £46.46, a game for £665.37, a comic for £114.05, a magazine for £98.76. How much does Harry spend in total?","£924.64","Number and place value","counting (in multiples)",5,3,"5.3","ADDITION","ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.224Z,"Year 5 Curriculum",
"C101_Q4","Add together: £785.19, £366.17, £419.08, £362.87. What is the total?","£1933.31","Number and place value","counting (in multiples)",5,3,"5.3","ADDITION","ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.224Z,"Year 5 Curriculum",
"C101_Q5","Add together: £331.19, £650.87, £328.18, £49.28. What is the total?","£1359.52","Number and place value","counting (in multiples)",5,3,"5.3","ADDITION","ADDITION; MULTIPLICATION",Yes,Money,Completed,5,2025-09-24T11:17:02.224Z,"Year 5 Curriculum",
"C102_Q1","How many coins do you need to make £1 using the smallest number of coins?","2 × 50p (2 coins total)","Number and place value","negative numbers",4,3,"4.3","COUNTING","COUNTING",No,Money,Completed,5,2025-09-24T11:17:02.239Z,"Year 4 Curriculum",
"C102_Q2","How many coins do you need to make £1 using the smallest number of coins?","2 × 50p (2 coins total)","Number and place value","negative numbers",4,3,"4.3","COUNTING","COUNTING",No,Money,Completed,5,2025-09-24T11:17:02.239Z,"Year 4 Curriculum",
"C102_Q3","How many coins do you need to make £1 using the smallest number of coins?","2 × 50p (2 coins total)","Number and place value","negative numbers",4,3,"4.3","COUNTING","COUNTING",No,Money,Completed,5,2025-09-24T11:17:02.239Z,"Year 4 Curriculum",
"C102_Q4","How many coins do you need to make £1 using the smallest number of coins?","2 × 50p (2 coins total)","Number and place value","negative numbers",4,3,"4.3","COUNTING","COUNTING",No,Money,Completed,5,2025-09-24T11:17:02.239Z,"Year 4 Curriculum",
"C102_Q5","How many coins do you need to make £1 using the smallest number of coins?","2 × 50p (2 coins total)","Number and place value","negative numbers",4,3,"4.3","COUNTING","COUNTING",No,Money,Completed,5,2025-09-24T11:17:02.239Z,"Year 4 Curriculum",
"C103_Q1","Oliver starts with £2, then adds £25.33, then subtracts £21.37. How much does she have now?","£59.91","Number and place value","number problems",4,3,"4.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.254Z,"Year 4 Curriculum",
"C103_Q2","Amy starts with £7, then adds £49.49, then subtracts £13.63. How much does she have now?","£65.72","Number and place value","number problems",4,3,"4.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.254Z,"Year 4 Curriculum",
"C103_Q3","Harry starts with £6, then adds £14.74, then subtracts £41.71. How much does she have now?","£38.19","Number and place value","number problems",4,3,"4.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.254Z,"Year 4 Curriculum",
"C103_Q4","Grace starts with £1, then adds £28.06, then subtracts £24.79. How much does she have now?","£18.75","Number and place value","number problems",4,3,"4.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.254Z,"Year 4 Curriculum",
"C103_Q5","Mia starts with £1, then adds £40.03, then subtracts £9.51. How much does she have now?","£52.11","Number and place value","number problems",4,3,"4.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.254Z,"Year 4 Curriculum",
"C104_Q1","Lucy starts with £3, then adds £30.67, then subtracts £29.85, then divides by 10. How much does she have now?","£8.53","Number and place value","number problems",5,3,"5.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.269Z,"Year 5 Curriculum",
"C104_Q2","Emily starts with £8, then adds £55.81, then subtracts £13.62, then divides by 9. How much does she have now?","£6.08","Number and place value","number problems",5,3,"5.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.269Z,"Year 5 Curriculum",
"C104_Q3","Emma starts with £14, then adds £95.44, then subtracts £79.31, then divides by 2. How much does she have now?","£21.22","Number and place value","number problems",5,3,"5.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.269Z,"Year 5 Curriculum",
"C104_Q4","Lily starts with £9, then adds £97.57, then subtracts £21.18, then divides by 1. How much does she have now?","£29.67","Number and place value","number problems",5,3,"5.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.269Z,"Year 5 Curriculum",
"C104_Q5","Chloe starts with £6, then adds £53.59, then subtracts £36.76, then divides by 2. How much does she have now?","£16.93","Number and place value","number problems",5,3,"5.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.269Z,"Year 5 Curriculum",
"C105_Q1","Ben starts with £17, then adds £45.32, then subtracts £37.38, then divides by 1. How much does she have now?","£63.01","Number and place value","number problems",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.285Z,"Year 6 Curriculum",
"C105_Q2","Oliver starts with £19, then adds £75.03, then subtracts £8.34, then divides by 1. How much does she have now?","£17.63","Number and place value","number problems",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.285Z,"Year 6 Curriculum",
"C105_Q3","Sam starts with £19, then adds £8.11, then subtracts £94.65, then divides by 7. How much does she have now?","£11.78","Number and place value","number problems",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.285Z,"Year 6 Curriculum",
"C105_Q4","Daniel starts with £7, then adds £3.42, then subtracts £40.37, then divides by 7. How much does she have now?","£13.96","Number and place value","number problems",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.285Z,"Year 6 Curriculum",
"C105_Q5","Chloe starts with £8, then adds £51.75, then subtracts £72.74, then divides by 2. How much does she have now?","£32.90","Number and place value","number problems",6,3,"6.3","MULTI_STEP","MULTI_STEP",No,Money,Completed,5,2025-09-24T11:17:02.285Z,"Year 6 Curriculum",
"C106_Q1","Sam needs to calculate change from a purchase.","£3.87","Number and place value","place value; roman numerals",4,3,"4.3","CHANGE_CALCULATION","CHANGE_CALCULATION; MONEY_COMBINATIONS; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.300Z,"Year 4 Curriculum",
"C106_Q2","Grace buys 1 apple for £5.23 and 1 book for £2.09 (total: £7.32). Grace pays with £10 note. How much change should Grace receive?","£2.68","Number and place value","place value; roman numerals",4,3,"4.3","CHANGE_CALCULATION","CHANGE_CALCULATION; MONEY_COMBINATIONS; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.300Z,"Year 4 Curriculum",
"C106_Q3","Hannah buys 1 apple for £10.62 and 1 book for £6.91 and 1 pencil for £9.39 (total: £26.92). Hannah pays with £50 note. How much change should Hannah receive?","£23.08","Number and place value","place value; roman numerals",4,3,"4.3","CHANGE_CALCULATION","CHANGE_CALCULATION; MONEY_COMBINATIONS; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.300Z,"Year 4 Curriculum",
"C106_Q4","Tom needs to calculate change from a purchase.","0p","Number and place value","place value; roman numerals",4,3,"4.3","CHANGE_CALCULATION","CHANGE_CALCULATION; MONEY_COMBINATIONS; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.300Z,"Year 4 Curriculum",
"C106_Q5","Luke needs to calculate change from a purchase.","£3.03","Number and place value","place value; roman numerals",4,3,"4.3","CHANGE_CALCULATION","CHANGE_CALCULATION; MONEY_COMBINATIONS; TIME_RATE",No,Money,Completed,5,2025-09-24T11:17:02.300Z,"Year 4 Curriculum",
"C107_Q1","Lucy goes to the shop and buys a cake for £3, a pencil for £2. How much does Lucy spend in total?","£5","Number and place value","read, write, order and compare numbers",1,3,"1.3","ADDITION","ADDITION; SUBTRACTION; COUNTING",Yes,Money,Completed,5,2025-09-24T11:17:02.315Z,"Year 1 Curriculum",
"C107_Q2","Alex goes to the shop and buys a drink for £5, a book for £1. How much does Alex spend in total?","£6","Number and place value","read, write, order and compare numbers",1,3,"1.3","ADDITION","ADDITION; SUBTRACTION; COUNTING",Yes,Money,Completed,5,2025-09-24T11:17:02.315Z,"Year 1 Curriculum",
"C107_Q3","Luke goes to the shop and buys a drink for £8, a sandwich for £1. How much does Luke spend in total?","£9","Number and place value","read, write, order and compare numbers",1,3,"1.3","ADDITION","ADDITION; SUBTRACTION; COUNTING",Yes,Money,Completed,5,2025-09-24T11:17:02.315Z,"Year 1 Curriculum",
"C107_Q4","Lily goes to the shop and buys a badge for £2, a apple for £3. How much does Lily spend in total?","£5","Number and place value","read, write, order and compare numbers",1,3,"1.3","ADDITION","ADDITION; SUBTRACTION; COUNTING",Yes,Money,Completed,5,2025-09-24T11:17:02.315Z,"Year 1 Curriculum",
"C107_Q5","Jack goes to the shop and buys a biscuit for £2, a chocolate for £7. How much does Jack spend in total?","£9","Number and place value","read, write, order and compare numbers",1,3,"1.3","ADDITION","ADDITION; SUBTRACTION; COUNTING",Yes,Money,Completed,5,2025-09-24T11:17:02.315Z,"Year 1 Curriculum",
"C108_Q1","William goes to the shop and buys a puzzle for £1, a game for £12. How much does William spend in total?","£13","Number and place value","read, write, order and compare numbers",2,3,"2.3","ADDITION","ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.330Z,"Year 2 Curriculum",
"C108_Q2","Sam goes to the shop and buys a notebook for £14, a drink for £3. How much does Sam spend in total?","£17","Number and place value","read, write, order and compare numbers",2,3,"2.3","ADDITION","ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.330Z,"Year 2 Curriculum",
"C108_Q3","Katie goes to the shop and buys a pencil for £2, a toy for £3. How much does Katie spend in total?","£5","Number and place value","read, write, order and compare numbers",2,3,"2.3","ADDITION","ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.330Z,"Year 2 Curriculum",
"C108_Q4","Sophie goes to the shop and buys a apple for £11, a sweet for £16. How much does Sophie spend in total?","£27","Number and place value","read, write, order and compare numbers",2,3,"2.3","ADDITION","ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.330Z,"Year 2 Curriculum",
"C108_Q5","Luke goes to the shop and buys a apple for £14, a ruler for £1. How much does Luke spend in total?","£15","Number and place value","read, write, order and compare numbers",2,3,"2.3","ADDITION","ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.330Z,"Year 2 Curriculum",
"C109_Q1","Emma goes to the shop and buys a toy for £27, a biscuit for £37, a cake for £40. How much does Emma spend in total?","£104","Number and place value","read, write, order and compare numbers",3,3,"3.3","ADDITION","ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.346Z,"Year 3 Curriculum",
"C109_Q2","Tom goes to the shop and buys a notebook for £56, a ruler for £26, a eraser for £41. How much does Tom spend in total?","£123","Number and place value","read, write, order and compare numbers",3,3,"3.3","ADDITION","ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.346Z,"Year 3 Curriculum",
"C109_Q3","Amy goes to the shop and buys a ruler for £93, a poster for £45, a book for £88. How much does Amy spend in total?","£226","Number and place value","read, write, order and compare numbers",3,3,"3.3","ADDITION","ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.346Z,"Year 3 Curriculum",
"C109_Q4","Sophie goes to the shop and buys a comic for £24, a poster for £27, a pen for £62. How much does Sophie spend in total?","£113","Number and place value","read, write, order and compare numbers",3,3,"3.3","ADDITION","ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.346Z,"Year 3 Curriculum",
"C109_Q5","William goes to the shop and buys a biscuit for £32, a notebook for £19, a cake for £2. How much does William spend in total?","£53","Number and place value","read, write, order and compare numbers",3,3,"3.3","ADDITION","ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.346Z,"Year 3 Curriculum",
"C110_Q1","Tom goes to the shop and buys a sweet for £62.09, a apple for £73.77, a toy for £56.89. How much does Tom spend in total?","£192.75","Number and place value","read, write, order and compare numbers",4,3,"4.3","ADDITION","COMPARISON; ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.363Z,"Year 4 Curriculum",
"C110_Q2","Add together: £94.19, £77.53, £4.40. What is the total?","£176.12","Number and place value","read, write, order and compare numbers",4,3,"4.3","ADDITION","COMPARISON; ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.363Z,"Year 4 Curriculum",
"C110_Q3","Hannah goes to the shop and buys a notebook for £38.62, a sandwich for £50.94, a cake for £41.14. How much does Hannah spend in total?","£130.70","Number and place value","read, write, order and compare numbers",4,3,"4.3","ADDITION","COMPARISON; ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.363Z,"Year 4 Curriculum",
"C110_Q4","Add together: £7.40, £19.92, £77.52. What is the total?","£104.84","Number and place value","read, write, order and compare numbers",4,3,"4.3","ADDITION","COMPARISON; ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.363Z,"Year 4 Curriculum",
"C110_Q5","Add together: £45.16, £73.51, £35.83. What is the total?","£154.50","Number and place value","read, write, order and compare numbers",4,3,"4.3","ADDITION","COMPARISON; ADDITION; SUBTRACTION",Yes,Money,Completed,5,2025-09-24T11:17:02.363Z,"Year 4 Curriculum",
